identifier,pasal,ayat,poin,element_type,content,full_text,hierarchy_level,source_document,source_file
Pasal 44,44.0,,,pasal,"Undang-Undang ini mulai berlaku pada tanggal diundangkan. Agar . . . pengundangan Undang-Undang ini dengan penempatannya dalam Lembaran Negara Republik Indonesia. Disahkan di Jakarta , ttd DR. H. SUSILO BAMBANG YUDHOYONO Diundangkan di Jakarta MENTERI HUKUM DAN HAK ASASI MANUSIA REPUBLIK INDONESIA, ttd ANDI MATTALATTA sesuai dengan aslinya SEKRETARIAT NEGARA RI Kepala Biro Peraturan Perundang-undangan Bidang Perekonomian dan Industri, Setio Sapto Nugroho UNDANG-UNDANG REPUBLIK INDONESIA NOMOR 20 TAHUN 2008 TENTANG USAHA MIKRO, KECIL, DAN MENENGAH I. UMUM Pembangunan nasional bertujuan untuk mewujudkan masya rakat adil dan makmur yang merata material dan spiritual berdasarkan Pa ncasila dan Undang-Undang Dasar Negara Republik Indonesia Tahun 19 45 dalam wadah Negara Kesatuan Republik Indonesia yang merdeka, bersatu, dan berkedaulatan rakyat dalam suasana perikehidupan bangsa yang aman, tertib, dan dinamis dalam lingkungan yang merdeka, bersahab at, dan damai. Pembangunan nasional yang mencakup seluruh aspek kehidu pan bangsa diselenggarakan bersama oleh masyarakat dan pemerintah. Masyarakat menjadi pelaku utama pembangunan, dan pemerintah berkew ajiban mengarahkan, membimbing, melindungi, serta menumbuhkan suasana d an iklim yang menunjang. Usaha Mikro, Kecil, dan Menengah merupakan kegiatan usah a yang mampu memperluas lapangan kerja dan memberikan pelayana n ekonomi secara luas kepada masyarakat, dan dapat berperan dala m proses pemerataan dan peningkatan pendapatan masyarakat, men dorong pertumbuhan ekonomi, dan berperan dalam mewujudkan sta bilitas nasional. Selain itu, Usaha Mikro, Kecil, dan Menengah adalah s alah satu pilar utama ekonomi nasional yang harus memperoleh kesemp atan utama, dukungan, perlindungan dan pengembangan seluas-luasnya s ebagai wujud keberpihakan yang tegas kepada kelompok usaha ekonomi rakyat, tanpa mengabaikan peranan Usaha Besar dan Badan Usaha Milik Negara. Meskipun Usaha Mikro, Kecil, dan Menengah telah menunjukka n peranannya dalam perekonomian nasional, namun masih mengh adapi berbagai hambatan dan kendala, baik yang bersifat interna l maupun eksternal, dalam hal produksi dan pengolahan, pemasaran, su mber daya manusia, desain dan teknologi, permodalan, serta iklim usaha. Untuk meningkatkan kesempatan, kemampuan, dan perlindung an Usaha Mikro, Kecil, dan Menengah, telah ditetapkan berbagai kebija kan tentang pencadangan usaha, pendanaan, dan pengembangannya nam un belum optimal. Hal itu dikarenakan kebijakan tersebut belum dapa t memberikan perlindungan, kepastian berusaha, dan fasilitas yang memadai untuk pemberdayaan Usaha Mikro, Kecil, dan Menengah. Sehubungan . . . Sehubungan dengan itu Usaha Mikro, Kecil, dan Menengah pe rlu diberdayakan dengan cara: a. penumbuhan iklim usaha yang mendukung pengembangan Usaha Mikro, Kecil, dan Menengah; dan b. pengembangan dan pembinaan Usaha Mikro, Kecil, dan Menengah. Sebagai upaya untuk meningkatkan kemampuan dan peran serta kelembagaan Usaha Mikro, Kecil, dan Menengah dalam perekon omian nasional, maka pemberdayaan tersebut perlu dilaksanakan o leh Pemerintah, Pemerintah Daerah, Dunia Usaha, dan masyarak at secara menyeluruh, sinergis, dan berkesinambungan. Dalam memberdayakan Usaha Mikro, Kecil, dan Menengah, selur uh peraturan perundang-undangan yang berkaitan dengan U saha Mikro, Kecil, dan Menengah merupakan suatu kesatuan yang saling mel engkapi dengan Undang-Undang ini. Undang-Undang ini disusun dengan maksud untuk memberda yakan Usaha Mikro, Kecil, dan Menengah. Secara umum struktur dan mate ri dari Undang-Undang ini memuat tentang ketentuan umum, asas, prinsip dan tujuan pemberdayaan, kriteria, penumbuhan iklim usaha, peng embangan usaha, pembiayaan dan penjaminan, kemitraan, dan koordinas i pemberdayaan, sanksi administratif dan ketentuan pidana. II. PASAL DEMI PASAL","Pasal 44 berbunyi: Undang-Undang ini mulai berlaku pada tanggal diundangkan. Agar . . . pengundangan Undang-Undang ini dengan penempatannya dalam Lembaran Negara Republik Indonesia. Disahkan di Jakarta , ttd DR. H. SUSILO BAMBANG YUDHOYONO Diundangkan di Jakarta MENTERI HUKUM DAN HAK ASASI MANUSIA REPUBLIK INDONESIA, ttd ANDI MATTALATTA sesuai dengan aslinya SEKRETARIAT NEGARA RI Kepala Biro Peraturan Perundang-undangan Bidang Perekonomian dan Industri, Setio Sapto Nugroho UNDANG-UNDANG REPUBLIK INDONESIA NOMOR 20 TAHUN 2008 TENTANG USAHA MIKRO, KECIL, DAN MENENGAH I. UMUM Pembangunan nasional bertujuan untuk mewujudkan masya rakat adil dan makmur yang merata material dan spiritual berdasarkan Pa ncasila dan Undang-Undang Dasar Negara Republik Indonesia Tahun 19 45 dalam wadah Negara Kesatuan Republik Indonesia yang merdeka, bersatu, dan berkedaulatan rakyat dalam suasana perikehidupan bangsa yang aman, tertib, dan dinamis dalam lingkungan yang merdeka, bersahab at, dan damai. Pembangunan nasional yang mencakup seluruh aspek kehidu pan bangsa diselenggarakan bersama oleh masyarakat dan pemerintah. Masyarakat menjadi pelaku utama pembangunan, dan pemerintah berkew ajiban mengarahkan, membimbing, melindungi, serta menumbuhkan suasana d an iklim yang menunjang. Usaha Mikro, Kecil, dan Menengah merupakan kegiatan usah a yang mampu memperluas lapangan kerja dan memberikan pelayana n ekonomi secara luas kepada masyarakat, dan dapat berperan dala m proses pemerataan dan peningkatan pendapatan masyarakat, men dorong pertumbuhan ekonomi, dan berperan dalam mewujudkan sta bilitas nasional. Selain itu, Usaha Mikro, Kecil, dan Menengah adalah s alah satu pilar utama ekonomi nasional yang harus memperoleh kesemp atan utama, dukungan, perlindungan dan pengembangan seluas-luasnya s ebagai wujud keberpihakan yang tegas kepada kelompok usaha ekonomi rakyat, tanpa mengabaikan peranan Usaha Besar dan Badan Usaha Milik Negara. Meskipun Usaha Mikro, Kecil, dan Menengah telah menunjukka n peranannya dalam perekonomian nasional, namun masih mengh adapi berbagai hambatan dan kendala, baik yang bersifat interna l maupun eksternal, dalam hal produksi dan pengolahan, pemasaran, su mber daya manusia, desain dan teknologi, permodalan, serta iklim usaha. Untuk meningkatkan kesempatan, kemampuan, dan perlindung an Usaha Mikro, Kecil, dan Menengah, telah ditetapkan berbagai kebija kan tentang pencadangan usaha, pendanaan, dan pengembangannya nam un belum optimal. Hal itu dikarenakan kebijakan tersebut belum dapa t memberikan perlindungan, kepastian berusaha, dan fasilitas yang memadai untuk pemberdayaan Usaha Mikro, Kecil, dan Menengah. Sehubungan . . . Sehubungan dengan itu Usaha Mikro, Kecil, dan Menengah pe rlu diberdayakan dengan cara: a. penumbuhan iklim usaha yang mendukung pengembangan Usaha Mikro, Kecil, dan Menengah; dan b. pengembangan dan pembinaan Usaha Mikro, Kecil, dan Menengah. Sebagai upaya untuk meningkatkan kemampuan dan peran serta kelembagaan Usaha Mikro, Kecil, dan Menengah dalam perekon omian nasional, maka pemberdayaan tersebut perlu dilaksanakan o leh Pemerintah, Pemerintah Daerah, Dunia Usaha, dan masyarak at secara menyeluruh, sinergis, dan berkesinambungan. Dalam memberdayakan Usaha Mikro, Kecil, dan Menengah, selur uh peraturan perundang-undangan yang berkaitan dengan U saha Mikro, Kecil, dan Menengah merupakan suatu kesatuan yang saling mel engkapi dengan Undang-Undang ini. Undang-Undang ini disusun dengan maksud untuk memberda yakan Usaha Mikro, Kecil, dan Menengah. Secara umum struktur dan mate ri dari Undang-Undang ini memuat tentang ketentuan umum, asas, prinsip dan tujuan pemberdayaan, kriteria, penumbuhan iklim usaha, peng embangan usaha, pembiayaan dan penjaminan, kemitraan, dan koordinas i pemberdayaan, sanksi administratif dan ketentuan pidana. II. PASAL DEMI PASAL",3,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 2,2.0,,,pasal,"Huruf a melandasi upaya pemberdayaan Usaha Mikro, Kecil, dan Menengah sebagai bagian dari perekonomian nasional yang diselenggarakan berdasar atas demokrasi ekonomi dengan prinsip kebersamaan, efisiensi berkeadilan, berkelanjutan, berwawasan lingkungan, kemandirian, keseimbangan kemajuan, dan kesatuan ekonomi nasional untuk kesejahteraan seluruh r akyat Indonesia. Huruf b pemberdayaan Usaha Mikro, Kecil, dan Menengah diselenggarakan sebagai kesatuan dari pembangunan perekonomian nasional untuk mewujudkan kemakmuran rakyat. Huruf c . . . Huruf c mendorong peran seluruh Usaha Mikro, Kecil, dan Menengah dan Dunia Usaha secara bersama-sama dalam kegiatannya untu k mewujudkan kesejahteraan rakyat. Huruf d yang mendasari pelaksanaan pemberdayaan Usaha Mikro, Ke cil, dan Menengah dengan mengedepankan efisiensi berkeadilan dalam usaha untuk mewujudkan iklim usaha yang adil, kondus if, dan berdaya saing. Huruf e secara terencana mengupayakan berjalannya proses pembangungan melalui pemberdayaan Usaha Mikro, Kecil, dan Menengah yang dilakukan secara berkesinambungan sehing ga terbentuk perekonomian yang tangguh dan mandiri. Huruf f Yang dimaksud dengan ""asas berwawasan lingkungan"" adala h asas pemberdayaan Usaha Mikro, Kecil, dan Menengah yang dilakukan dengan tetap memperhatikan dan mengutamakan perlindungan dan pemeliharaan lingkungan hidup. Huruf g pemberdayaan Usaha Mikro, Kecil, dan Menengah yang dilakuka n dengan tetap menjaga dan mengedepankan potensi, kemam puan, dan kemandirian Usaha Mikro, Kecil, dan Menengah. Huruf h Yang dimaksud dengan ""asas keseimbangan kemajuan"" ada lah asas pemberdayaan Usaha Mikro, Kecil, dan Menengah yang berupaya menjaga keseimbangan kemajuan ekonomi wilayah dalam kesatuan ekonomi nasional. Huruf i asas pemberdayaan Usaha Mikro, Kecil, dan Menengah yang merupakan bagian dari pembangunan kesatuan ekonomi nasional.","Pasal 2 berbunyi: Huruf a melandasi upaya pemberdayaan Usaha Mikro, Kecil, dan Menengah sebagai bagian dari perekonomian nasional yang diselenggarakan berdasar atas demokrasi ekonomi dengan prinsip kebersamaan, efisiensi berkeadilan, berkelanjutan, berwawasan lingkungan, kemandirian, keseimbangan kemajuan, dan kesatuan ekonomi nasional untuk kesejahteraan seluruh r akyat Indonesia. Huruf b pemberdayaan Usaha Mikro, Kecil, dan Menengah diselenggarakan sebagai kesatuan dari pembangunan perekonomian nasional untuk mewujudkan kemakmuran rakyat. Huruf c . . . Huruf c mendorong peran seluruh Usaha Mikro, Kecil, dan Menengah dan Dunia Usaha secara bersama-sama dalam kegiatannya untu k mewujudkan kesejahteraan rakyat. Huruf d yang mendasari pelaksanaan pemberdayaan Usaha Mikro, Ke cil, dan Menengah dengan mengedepankan efisiensi berkeadilan dalam usaha untuk mewujudkan iklim usaha yang adil, kondus if, dan berdaya saing. Huruf e secara terencana mengupayakan berjalannya proses pembangungan melalui pemberdayaan Usaha Mikro, Kecil, dan Menengah yang dilakukan secara berkesinambungan sehing ga terbentuk perekonomian yang tangguh dan mandiri. Huruf f Yang dimaksud dengan ""asas berwawasan lingkungan"" adala h asas pemberdayaan Usaha Mikro, Kecil, dan Menengah yang dilakukan dengan tetap memperhatikan dan mengutamakan perlindungan dan pemeliharaan lingkungan hidup. Huruf g pemberdayaan Usaha Mikro, Kecil, dan Menengah yang dilakuka n dengan tetap menjaga dan mengedepankan potensi, kemam puan, dan kemandirian Usaha Mikro, Kecil, dan Menengah. Huruf h Yang dimaksud dengan ""asas keseimbangan kemajuan"" ada lah asas pemberdayaan Usaha Mikro, Kecil, dan Menengah yang berupaya menjaga keseimbangan kemajuan ekonomi wilayah dalam kesatuan ekonomi nasional. Huruf i asas pemberdayaan Usaha Mikro, Kecil, dan Menengah yang merupakan bagian dari pembangunan kesatuan ekonomi nasional.",3,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 3,3.0,,,pasal,Pasal 4 . . .,Pasal 3 berbunyi: Pasal 4 . . .,3,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 6 ayat (1),6.0,1.0,,ayat,"Huruf a pengurangan total nilai kekayaan usaha (aset) dengan tota l nilai kewajiban, tidak termasuk tanah dan bangunan tempat usaha. Huruf b hasil penjualan bersih (netto) yang berasal dari penjualan barang dan jasa usahanya dalam satu tahun buku.","Pasal 6 ayat (1) berbunyi: Huruf a pengurangan total nilai kekayaan usaha (aset) dengan tota l nilai kewajiban, tidak termasuk tanah dan bangunan tempat usaha. Huruf b hasil penjualan bersih (netto) yang berasal dari penjualan barang dan jasa usahanya dalam satu tahun buku.",4,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 9,9.0,,,pasal,Huruf a Huruf b Yang dimaksud dengan “memberikan keringanan tarif prasar ana tertentu” adalah pembedaan perlakuan tarif berdasarkan ketetapan Pemerintah dan Pemerintah Daerah baik yang s ecara langsung maupun tidak langsung dengan memberikan keringanan. Pasal 10. . .,Pasal 9 berbunyi: Huruf a Huruf b Yang dimaksud dengan “memberikan keringanan tarif prasar ana tertentu” adalah pembedaan perlakuan tarif berdasarkan ketetapan Pemerintah dan Pemerintah Daerah baik yang s ecara langsung maupun tidak langsung dengan memberikan keringanan. Pasal 10. . .,3,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 10,10.0,,,pasal,Huruf a Yang dimaksud dengan “bank data dan jaringan informasi b isnis” adalah berbagai pusat data bisnis dan sistem informasi bisn is yang dimiliki pemerintah atau swasta. Huruf b Huruf c,Pasal 10 berbunyi: Huruf a Yang dimaksud dengan “bank data dan jaringan informasi b isnis” adalah berbagai pusat data bisnis dan sistem informasi bisn is yang dimiliki pemerintah atau swasta. Huruf b Huruf c,3,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 11,11.0,,,pasal,"Huruf a Huruf b Huruf c Huruf d Huruf e Posisi tawar dalam ketentuan ini dimaksudkan agar dalam melakukan kerjasama usaha dengan pihak lain mempunyai posisi yang sepadan dan saling menguntungkan. Huruf f Huruf g Penguasaan pasar dan pemusatan usaha harus dicegah a gar tidak merugikan Usaha Mikro, Kecil, dan Menengah.","Pasal 11 berbunyi: Huruf a Huruf b Huruf c Huruf d Huruf e Posisi tawar dalam ketentuan ini dimaksudkan agar dalam melakukan kerjasama usaha dengan pihak lain mempunyai posisi yang sepadan dan saling menguntungkan. Huruf f Huruf g Penguasaan pasar dan pemusatan usaha harus dicegah a gar tidak merugikan Usaha Mikro, Kecil, dan Menengah.",3,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 12 ayat (1),12.0,1.0,,ayat,"Huruf a Yang dimaksud dengan ”menyederhanakan tata cara dan jenis perizinan”, adalah memberikan kemudahan persyaratan dan tata cara perizinan serta informasi yang seluas-luasnya. Yang . . . Yang dimaksud dengan “sistem pelayanan terpadu satu pin tu” adalah proses pengelolaan perizinan usaha yang dimulai dar i tahap permohonan sampai dengan tahap terbitnya dokume n, dilakukan dalam satu tempat berdasarkan prinsip pelayanan sebagai berikut:","Pasal 12 ayat (1) berbunyi: Huruf a Yang dimaksud dengan ”menyederhanakan tata cara dan jenis perizinan”, adalah memberikan kemudahan persyaratan dan tata cara perizinan serta informasi yang seluas-luasnya. Yang . . . Yang dimaksud dengan “sistem pelayanan terpadu satu pin tu” adalah proses pengelolaan perizinan usaha yang dimulai dar i tahap permohonan sampai dengan tahap terbitnya dokume n, dilakukan dalam satu tempat berdasarkan prinsip pelayanan sebagai berikut:",4,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 12 ayat (1) poin a,12.0,1.0,a,poin,kesederhanaan dalam proses;,Pasal 12 ayat (1) poin a berbunyi: kesederhanaan dalam proses;,5,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 12 ayat (1) poin b,12.0,1.0,b,poin,kejelasan dalam pelayanan;,Pasal 12 ayat (1) poin b berbunyi: kejelasan dalam pelayanan;,5,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 12 ayat (1) poin c,12.0,1.0,c,poin,kepastian waktu penyelesaian;,Pasal 12 ayat (1) poin c berbunyi: kepastian waktu penyelesaian;,5,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 12 ayat (1) poin d,12.0,1.0,d,poin,kepastian biaya;,Pasal 12 ayat (1) poin d berbunyi: kepastian biaya;,5,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 12 ayat (1) poin e,12.0,1.0,e,poin,keamanan tempat pelayanan;,Pasal 12 ayat (1) poin e berbunyi: keamanan tempat pelayanan;,5,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 12 ayat (1) poin f,12.0,1.0,f,poin,tanggung jawab petugas pelayanan;,Pasal 12 ayat (1) poin f berbunyi: tanggung jawab petugas pelayanan;,5,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 12 ayat (1) poin g,12.0,1.0,g,poin,kelengkapan sarana dan prasarana pelayanan;,Pasal 12 ayat (1) poin g berbunyi: kelengkapan sarana dan prasarana pelayanan;,5,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 12 ayat (1) poin h,12.0,1.0,h,poin,kemudahan akses pelayanan; dan,Pasal 12 ayat (1) poin h berbunyi: kemudahan akses pelayanan; dan,5,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 12 ayat (1) poin i,12.0,1.0,i,poin,"kedisiplinan, kesopanan, dan keramahan pelayanan. Huruf b","Pasal 12 ayat (1) poin i berbunyi: kedisiplinan, kesopanan, dan keramahan pelayanan. Huruf b",5,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 13 ayat (1),13.0,1.0,,ayat,Huruf a Huruf b Huruf c Huruf d Huruf e Huruf f Huruf g . . . Huruf g memberdayakan Usaha Kecil dan Menengah sesuai dengan ketentuan peraturan perundang-undangan. Huruf h,Pasal 13 ayat (1) berbunyi: Huruf a Huruf b Huruf c Huruf d Huruf e Huruf f Huruf g . . . Huruf g memberdayakan Usaha Kecil dan Menengah sesuai dengan ketentuan peraturan perundang-undangan. Huruf h,4,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 15,15.0,,,pasal,"layanan penumbuhan wirausaha baru dan perkuatan akses sumber daya kemajuan usaha kepada Usaha Mikro, Kecil, dan Menen gah sebagai mitra usahanya. Inkubator yang dikembangkan melip uti: inkubator teknologi, bisnis, dan inkubator lainnya sesuai deng an potensi dan sumber daya ekonomi lokal. Yang dimaksud dengan “lembaga layanan pengembangan usa ha” (bussines development services-providers) adalah lembaga yang memberikan jasa konsultasi dan pendampingan untuk mengembangkan Usaha Mikro, Kecil, dan Menengah. Yang dimaksud dengan ”konsultan keuangan mitra bank” a dalah konsultan pada lembaga pengembangan usaha yang tugasn ya melakukan konsultasi dan pendampingan kepada Usaha Mikro , Kecil, dan Menengah agar mampu mengakses kredit perbankan d an/atau pembiayaan dari lembaga keuangan selain bank.","Pasal 15 berbunyi: layanan penumbuhan wirausaha baru dan perkuatan akses sumber daya kemajuan usaha kepada Usaha Mikro, Kecil, dan Menen gah sebagai mitra usahanya. Inkubator yang dikembangkan melip uti: inkubator teknologi, bisnis, dan inkubator lainnya sesuai deng an potensi dan sumber daya ekonomi lokal. Yang dimaksud dengan “lembaga layanan pengembangan usa ha” (bussines development services-providers) adalah lembaga yang memberikan jasa konsultasi dan pendampingan untuk mengembangkan Usaha Mikro, Kecil, dan Menengah. Yang dimaksud dengan ”konsultan keuangan mitra bank” a dalah konsultan pada lembaga pengembangan usaha yang tugasn ya melakukan konsultasi dan pendampingan kepada Usaha Mikro , Kecil, dan Menengah agar mampu mengakses kredit perbankan d an/atau pembiayaan dari lembaga keuangan selain bank.",3,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 17,17.0,,,pasal,"Huruf a Huruf b Huruf c . . . Huruf c Ketentuan ini dimaksudkan agar terdapat konsistensi dalam menjaga kualitas produk. Huruf d Yang dimaksud dengan ”kemampuan rancang bangun” adala h kemampuan untuk mendesain suatu kegiatan usaha. Yang dimaksud dengan “kemampuan perekayasaan” (engineering) adalah kemampuan untuk mengubah suatu proses, atau ca ra pembuatan suatu produk dan/atau jasa.","Pasal 17 berbunyi: Huruf a Huruf b Huruf c . . . Huruf c Ketentuan ini dimaksudkan agar terdapat konsistensi dalam menjaga kualitas produk. Huruf d Yang dimaksud dengan ”kemampuan rancang bangun” adala h kemampuan untuk mendesain suatu kegiatan usaha. Yang dimaksud dengan “kemampuan perekayasaan” (engineering) adalah kemampuan untuk mengubah suatu proses, atau ca ra pembuatan suatu produk dan/atau jasa.",3,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 18,18.0,,,pasal,"Huruf a Penelitian dan pengkajian pemasaran yang dilakukan oleh Pemerintah dan Pemerintah Daerah meliputi kegiatan pemeta an potensi dan kekuatan Usaha Mikro, Kecil, dan Menengah yan g ditujukan untuk menetapkan kebijakan Pemerintah dan Pemerintah Daerah guna pengembangan usaha serta perl uasan dan pembukaan usaha baru. Huruf b Huruf c Huruf d Huruf e Huruf f","Pasal 18 berbunyi: Huruf a Penelitian dan pengkajian pemasaran yang dilakukan oleh Pemerintah dan Pemerintah Daerah meliputi kegiatan pemeta an potensi dan kekuatan Usaha Mikro, Kecil, dan Menengah yan g ditujukan untuk menetapkan kebijakan Pemerintah dan Pemerintah Daerah guna pengembangan usaha serta perl uasan dan pembukaan usaha baru. Huruf b Huruf c Huruf d Huruf e Huruf f",3,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 21,21.0,,,pasal,Pasal 22 . . .,Pasal 21 berbunyi: Pasal 22 . . .,3,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 22,22.0,,,pasal,Huruf a Huruf b Huruf c Huruf d Huruf e Dalam rangka pelaksanaan kegiatan pembiayaan untuk Usah a Mikro berdasarkan Undang-Undang ini dapat dikembangkan lembaga keuangan untuk Usaha Mikro sesuai dengan perat uran perundang-undangan.,Pasal 22 berbunyi: Huruf a Huruf b Huruf c Huruf d Huruf e Dalam rangka pelaksanaan kegiatan pembiayaan untuk Usah a Mikro berdasarkan Undang-Undang ini dapat dikembangkan lembaga keuangan untuk Usaha Mikro sesuai dengan perat uran perundang-undangan.,3,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 31,31.0,,,pasal,Pasal 32 . . .,Pasal 31 berbunyi: Pasal 32 . . .,3,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 33,33.0,,,pasal,"Usaha Mikro, Kecil, dan Menengah mendapat prioritas dalam kepemilikan saham Usaha Besar yang terbuka (go public).","Pasal 33 berbunyi: Usaha Mikro, Kecil, dan Menengah mendapat prioritas dalam kepemilikan saham Usaha Besar yang terbuka (go public).",3,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 44,44.0,,,pasal,TAMBAHAN,Pasal 44 berbunyi: TAMBAHAN,3,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
